customer_id,age,gender,state,city,income_level,top_category,device_type,acquisition_channel,loyalty_tier,session_frequency,avg_session_duration,cart_abandonment_rate,returns_ratio,discount_dependency,avg_order_value,frequency,seasonal_spike_factor,monetary_value,time_between_purchases,recency,net_promoter_score,churn
C00167,26,Female,Telangana,Hyderabad,High,Electronics,Mobile,Direct,Prime,12,2.2,0.08,0.04,Low,31333,5,1.31,205231,73,91,71,0
C00168,30,Female,Kerala,Kochi,Low,Fashion,Mobile,Social Media,Non-Prime,27,5.5,0.33,0.33,Medium,1876,8,1.17,17559,46,62,17,0
C00169,22,Male,Maharashtra,Pune,High,Electronics,Mobile,Email,Non-Prime,25,4.1,0.25,0.07,Medium,38012,1,1.16,44094,365,502,18,1
C00170,47,Male,Kerala,Kochi,Low,Books,Mobile,Organic Search,Non-Prime,26,4.2,0.3,0.03,High,517,4,1.23,2544,91,129,26,0
C00171,47,Male,West Bengal,Kolkata,Low,Electronics,Mobile,Social Media,Non-Prime,16,3.8,0.37,0.07,High,7946,2,1.08,17163,182,247,23,0
C00172,18,Male,Delhi,New Delhi,Medium,Home & Kitchen,Mobile,Influencer,Non-Prime,21,2.6,0.21,0.09,Low,5232,1,1.2,6278,365,738,37,0
C00173,23,Female,Karnataka,Bengaluru,Low,Fashion,Mobile,Social Media,Non-Prime,29,5.9,0.26,0.18,High,1964,1,1.32,2592,365,489,32,0
C00174,18,Male,Gujarat,Ahmedabad,Medium,Fashion,Mobile,Organic Search,Non-Prime,12,4.5,0.39,0.3,Medium,2173,5,1.06,11517,73,60,20,0
C00175,53,Female,Delhi,New Delhi,Low,Beauty,Desktop,Influencer,Non-Prime,7,17.7,0.34,0.07,Medium,990,1,1.13,1119,365,769,41,1
C00176,47,Female,Tamil Nadu,Coimbatore,Medium,Home & Kitchen,Mobile,Direct,Prime,22,4.2,0.2,0.07,Medium,4747,8,1.34,50888,46,67,51,0
C00177,32,Male,Telangana,Hyderabad,High,Fashion,Mobile,Email,Non-Prime,26,2.4,0.35,0.19,Low,4423,1,1.34,5927,365,314,21,0
C00178,21,Female,Gujarat,Ahmedabad,Medium,Home & Kitchen,Mobile,Direct,Non-Prime,13,5.8,0.37,0.06,High,3903,4,1.16,18110,91,91,22,0
C00179,25,Male,Tamil Nadu,Chennai,Medium,Home & Kitchen,Desktop,Direct,Non-Prime,6,12.6,0.42,0.12,Medium,4367,1,1.3,5677,365,417,29,0
C00180,36,Male,Kerala,Thiruvananthapuram,Medium,Books,Mobile,Organic Search,Prime,22,3.8,0.18,0.04,Medium,740,6,1.13,5017,61,88,76,0
C00181,31,Female,Maharashtra,Mumbai,Low,Books,Mobile,Organic Search,Non-Prime,24,5.8,0.32,0.05,Low,591,1,1.32,780,365,569,14,1
C00182,40,Male,Maharashtra,Pune,High,Home & Kitchen,Mobile,Organic Search,Non-Prime,22,4.9,0.4,0.06,Medium,7564,2,1.13,17095,182,299,24,0
C00183,33,Male,Telangana,Hyderabad,Medium,Electronics,Mobile,Email,Non-Prime,15,2.9,0.3,0.05,Low,20258,10,1.19,241070,36,57,26,0
C00184,38,Female,Kerala,Thiruvananthapuram,Medium,Fashion,Mobile,Organic Search,Prime,25,4.8,0.17,0.2,Low,2211,4,1.17,10347,91,50,43,0
C00185,24,Male,Gujarat,Ahmedabad,Low,Electronics,Mobile,Email,Prime,10,5.1,0.14,0.07,Medium,8101,5,1.21,49011,73,110,74,0
C00186,49,Male,Maharashtra,Pune,Low,Electronics,Mobile,Email,Non-Prime,15,4.3,0.37,0.04,High,9680,1,1.17,11326,365,349,23,0
C00187,21,Male,Karnataka,Bengaluru,Medium,Home & Kitchen,Mobile,Direct,Non-Prime,18,5.2,0.31,0.1,Low,7033,1,1.3,9143,365,252,26,0
C00188,20,Female,Gujarat,Ahmedabad,High,Fashion,Mobile,Email,Non-Prime,15,5.7,0.28,0.27,Low,4439,1,1.19,5282,365,467,24,0
C00189,40,Female,Kerala,Thiruvananthapuram,Medium,Beauty,Mobile,Organic Search,Prime,15,5.4,0.08,0.11,Low,1878,6,1.33,14986,61,59,75,0
C00190,30,Female,Maharashtra,Pune,Medium,Beauty,Mobile,Social Media,Non-Prime,15,4,0.31,0.12,Low,2588,1,1.16,3002,365,203,12,0
C00191,19,Female,Telangana,Hyderabad,High,Fashion,Desktop,Social Media,Non-Prime,11,14.9,0.35,0.31,Medium,3949,1,1.07,4225,365,654,31,1
C00192,45,Male,Tamil Nadu,Chennai,Low,Beauty,Mobile,Email,Prime,23,5.4,0.15,0.06,Medium,1058,8,1.25,10580,46,31,75,0
C00193,34,Male,Delhi,New Delhi,Medium,Home & Kitchen,Desktop,Influencer,Prime,8,8.1,0.15,0.13,Low,4416,7,1.14,35240,52,103,54,0
C00194,25,Female,Gujarat,Ahmedabad,High,Beauty,Mobile,Organic Search,Prime,20,4.2,0.09,0.07,Medium,2541,4,1.18,11994,91,88,63,0
C00195,36,Male,Delhi,New Delhi,Medium,Home & Kitchen,Mobile,Organic Search,Non-Prime,16,5.1,0.28,0.12,High,4553,1,1.05,4781,365,253,26,0
C00196,27,Male,Maharashtra,Mumbai,Low,Beauty,Desktop,Social Media,Prime,5,11.5,0.17,0.1,High,676,8,1.19,6436,46,38,43,0
C00197,35,Female,West Bengal,Kolkata,High,Beauty,Mobile,Influencer,Prime,23,2.9,0.16,0.07,Low,3672,5,1.17,21481,73,63,75,0
C00198,40,Female,Gujarat,Ahmedabad,Medium,Electronics,Mobile,Influencer,Prime,19,3.3,0.14,0.03,High,17252,6,1.22,126285,61,84,79,0
C00199,52,Male,Tamil Nadu,Coimbatore,High,Home & Kitchen,Mobile,Paid Ads,Non-Prime,28,3.5,0.36,0.08,Low,10287,3,1.12,34564,122,102,38,0
C00200,42,Female,Gujarat,Ahmedabad,Medium,Electronics,Desktop,Organic Search,Non-Prime,4,15.5,0.36,0.07,Medium,19365,1,1.16,22463,365,554,19,1
C00201,37,Female,Maharashtra,Mumbai,Low,Books,Desktop,Direct,Non-Prime,8,15.6,0.35,0.01,High,456,1,1.29,588,365,716,26,1
C00202,25,Female,Kerala,Kochi,Medium,Fashion,Mobile,Direct,Non-Prime,20,2.7,0.41,0.19,Medium,3050,2,1.29,7869,182,222,27,0
C00203,49,Female,Gujarat,Ahmedabad,High,Beauty,Mobile,Paid Ads,Prime,13,4.5,0.16,0.07,Low,2762,8,1.3,28725,46,54,59,0
C00204,48,Female,Karnataka,Bengaluru,High,Grocery,Mobile,Social Media,Prime,26,2,0.07,0.03,Low,2576,5,1.21,15585,73,85,81,0
C00205,31,Female,Maharashtra,Pune,Low,Beauty,Mobile,Organic Search,Non-Prime,15,4.6,0.39,0.1,Medium,873,1,1.18,1030,365,717,15,1
C00206,37,Male,Gujarat,Ahmedabad,Medium,Beauty,Desktop,Email,Prime,4,6.6,0.18,0.08,High,1937,5,1.28,12397,73,69,48,0
C00207,29,Female,Maharashtra,Pune,Medium,Books,Mobile,Social Media,Non-Prime,18,4.9,0.18,0.05,Low,1050,6,1.33,8379,61,129,18,0
C00208,41,Female,Delhi,New Delhi,High,Books,Mobile,Paid Ads,Non-Prime,14,4.4,0.32,0.02,Low,931,1,1.14,1061,365,725,29,1
C00209,20,Female,Delhi,New Delhi,Low,Electronics,Mobile,Paid Ads,Non-Prime,28,5.7,0.39,0.08,High,7813,1,1.07,8360,365,198,31,0
C00210,22,Female,West Bengal,Kolkata,Medium,Grocery,Mobile,Direct,Prime,26,2.3,0.06,0.02,Low,2313,4,1.14,10547,91,114,64,0
C00211,39,Female,Tamil Nadu,Chennai,Low,Electronics,Mobile,Direct,Prime,17,2.4,0.2,0.08,Medium,8518,4,1.29,43953,91,94,44,0
C00212,40,Male,Maharashtra,Mumbai,Low,Electronics,Mobile,Social Media,Non-Prime,19,5.3,0.31,0.05,Medium,10370,1,1.18,12237,365,649,25,1
C00213,30,Male,Gujarat,Ahmedabad,Medium,Electronics,Mobile,Email,Prime,27,5.3,0.05,0.03,Low,15801,10,1.05,165910,36,53,75,0
C00214,41,Female,Tamil Nadu,Chennai,Low,Books,Desktop,Organic Search,Non-Prime,5,6.2,0.27,0.04,High,591,11,1.31,8516,33,64,19,0
C00215,47,Female,Karnataka,Bengaluru,Low,Grocery,Mobile,Email,Prime,17,3.7,0.14,0.01,Medium,1301,4,1.34,6973,91,64,68,0
C00216,26,Male,Telangana,Hyderabad,Medium,Grocery,Mobile,Social Media,Non-Prime,14,3.3,0.33,0.02,High,1342,2,1.33,3570,182,163,21,0
C00217,48,Male,Delhi,New Delhi,High,Home & Kitchen,Mobile,Email,Prime,26,5.9,0.07,0.1,Low,10571,6,1.28,81185,61,105,68,0
C00218,42,Male,Gujarat,Ahmedabad,Low,Home & Kitchen,Desktop,Organic Search,Prime,6,9.7,0.15,0.11,High,2178,7,1.06,16161,52,56,45,0
C00219,35,Female,Kerala,Thiruvananthapuram,High,Fashion,Mobile,Influencer,Prime,24,2.7,0.14,0.21,Low,4567,17,1.06,82297,21,16,57,0
C00220,46,Female,Karnataka,Mysuru,Low,Fashion,Mobile,Paid Ads,Prime,21,2.5,0.14,0.32,Medium,2017,4,1.16,9359,91,200,59,0
C00221,21,Male,Tamil Nadu,Coimbatore,High,Electronics,Mobile,Social Media,Non-Prime,15,3.2,0.33,0.04,Low,42671,1,1.1,46938,365,454,13,1
C00222,42,Female,Tamil Nadu,Coimbatore,Medium,Home & Kitchen,Mobile,Social Media,Non-Prime,12,3.4,0.29,0.09,Medium,6032,1,1.15,6937,365,713,23,1
C00223,58,Male,Telangana,Hyderabad,High,Electronics,Mobile,Direct,Non-Prime,17,3.6,0.2,0.06,Low,26038,1,1.34,34891,365,530,26,0
C00224,38,Female,Delhi,New Delhi,Low,Electronics,Mobile,Email,Non-Prime,12,5.3,0.24,0.07,Medium,9815,3,1.1,32390,122,215,35,0
C00225,22,Male,Maharashtra,Pune,High,Electronics,Mobile,Social Media,Prime,17,3.2,0.17,0.08,Medium,27451,9,1.08,266824,41,72,51,0
C00226,40,Female,West Bengal,Kolkata,Medium,Beauty,Mobile,Social Media,Non-Prime,28,4.4,0.19,0.09,Low,2531,1,1.2,3037,365,604,26,1
C00227,24,Female,Kerala,Kochi,Low,Fashion,Mobile,Direct,Non-Prime,27,3,0.35,0.24,Low,1686,1,1.24,2091,365,728,26,1
C00228,47,Female,Gujarat,Ahmedabad,Low,Grocery,Mobile,Social Media,Non-Prime,29,3.4,0.25,0.01,High,933,8,1.11,8285,46,59,23,0
C00229,36,Male,Gujarat,Ahmedabad,Low,Grocery,Mobile,Email,Non-Prime,23,5.1,0.26,0.02,High,977,12,1.33,15593,30,59,20,0
C00230,32,Male,Gujarat,Ahmedabad,Low,Electronics,Mobile,Email,Non-Prime,29,4.2,0.18,0.04,Low,7074,2,1.25,17685,182,379,39,0
C00231,46,Male,Telangana,Hyderabad,High,Fashion,Desktop,Organic Search,Non-Prime,8,15,0.35,0.17,Low,4719,1,1.23,5804,365,693,17,1
C00232,33,Female,Maharashtra,Mumbai,High,Grocery,Mobile,Direct,Non-Prime,10,3.5,0.19,0.02,Low,2238,1,1.05,2350,365,315,47,0
C00233,22,Male,West Bengal,Kolkata,Medium,Electronics,Mobile,Social Media,Non-Prime,12,5.6,0.29,0.07,High,11596,2,1.31,30382,182,226,28,0
C00234,59,Male,Karnataka,Mysuru,Medium,Books,Mobile,Organic Search,Non-Prime,18,3.6,0.36,0.01,Medium,909,1,1.14,1036,365,454,25,1
C00235,53,Male,Gujarat,Ahmedabad,Medium,Books,Mobile,Direct,Prime,21,5.6,0.06,0.03,Low,1010,6,1.25,7575,61,43,74,0
C00236,47,Female,Telangana,Hyderabad,Low,Home & Kitchen,Mobile,Direct,Prime,29,5.2,0.22,0.06,High,2912,12,1.31,45777,30,33,54,0
C00237,56,Female,Kerala,Kochi,Low,Books,Mobile,Email,Non-Prime,24,3.3,0.46,0.03,High,503,2,1.12,1127,182,290,31,0
C00238,56,Male,Kerala,Thiruvananthapuram,Medium,Fashion,Desktop,Email,Non-Prime,10,8.8,0.42,0.3,Medium,2718,1,1.28,3479,365,237,27,0
C00239,44,Female,Maharashtra,Pune,Medium,Fashion,Desktop,Organic Search,Prime,10,16.4,0.21,0.35,High,2146,13,1.24,34594,28,45,48,0
C00240,44,Female,Karnataka,Bengaluru,Medium,Electronics,Mobile,Direct,Non-Prime,20,4.2,0.43,0.03,Medium,13779,2,1.17,32243,182,232,31,0
C00241,51,Male,Karnataka,Bengaluru,Low,Books,Desktop,Paid Ads,Non-Prime,9,9.4,0.28,0.05,High,576,16,1.27,11704,23,39,22,0
C00242,54,Male,Telangana,Hyderabad,Low,Grocery,Mobile,Influencer,Non-Prime,27,2.1,0.26,0.01,High,787,1,1.2,944,365,591,17,1
C00243,51,Female,West Bengal,Kolkata,Medium,Fashion,Mobile,Email,Prime,12,5.3,0.14,0.3,Medium,3471,6,1.13,23533,61,133,48,0
C00244,19,Male,Maharashtra,Mumbai,Medium,Home & Kitchen,Mobile,Direct,Prime,17,6,0.12,0.09,Medium,4388,6,1.08,28434,61,111,76,0
C00245,52,Female,Tamil Nadu,Coimbatore,Medium,Fashion,Mobile,Email,Non-Prime,17,4.6,0.3,0.35,High,1881,1,1.31,2464,365,403,27,0
C00246,55,Male,West Bengal,Kolkata,Low,Electronics,Mobile,Social Media,Non-Prime,16,4.1,0.36,0.06,High,8777,1,1.18,10357,365,710,24,1
C00247,30,Male,West Bengal,Kolkata,Medium,Beauty,Desktop,Email,Non-Prime,8,10.4,0.32,0.1,Medium,2268,1,1.14,2586,365,735,15,1
C00248,37,Female,Tamil Nadu,Coimbatore,Low,Electronics,Desktop,Organic Search,Non-Prime,11,6.8,0.28,0.03,Medium,6912,1,1.24,8571,365,263,17,0
C00249,26,Female,Tamil Nadu,Chennai,Low,Fashion,Mobile,Paid Ads,Prime,14,5.9,0.08,0.31,Medium,2005,14,1.25,35088,26,39,47,0
C00250,30,Female,Delhi,New Delhi,Low,Home & Kitchen,Mobile,Social Media,Non-Prime,18,3.1,0.26,0.1,High,2970,3,1.3,11583,122,204,24,0
C00251,52,Male,Karnataka,Mysuru,Low,Electronics,Mobile,Organic Search,Non-Prime,17,2.9,0.2,0.08,Medium,11178,1,1.3,14531,365,253,10,0
C00252,18,Female,Telangana,Hyderabad,Medium,Beauty,Mobile,Organic Search,Prime,10,3.7,0.11,0.11,Medium,2291,16,1.06,38855,23,20,75,0
C00253,26,Male,Gujarat,Ahmedabad,Medium,Home & Kitchen,Mobile,Organic Search,Non-Prime,24,3.9,0.32,0.1,High,4461,4,1.11,19807,91,51,26,0
C00254,54,Female,Delhi,New Delhi,Medium,Fashion,Desktop,Organic Search,Non-Prime,5,14.3,0.37,0.15,High,2396,1,1.22,2923,365,231,26,0
C00255,47,Female,Kerala,Kochi,High,Home & Kitchen,Mobile,Influencer,Non-Prime,16,4.6,0.41,0.06,Low,9370,1,1.1,10307,365,302,35,0
C00256,23,Male,Gujarat,Ahmedabad,Medium,Books,Desktop,Direct,Non-Prime,3,8.6,0.27,0.05,Medium,638,3,1.18,2259,122,245,19,0
C00257,51,Female,Tamil Nadu,Coimbatore,High,Electronics,Mobile,Direct,Prime,13,2.8,0.07,0.04,Low,28345,7,1.24,246035,52,103,80,0
C00258,52,Female,Maharashtra,Mumbai,Low,Beauty,Mobile,Influencer,Non-Prime,13,4.3,0.22,0.05,Medium,1384,1,1.09,1509,365,184,26,0
C00259,58,Male,Maharashtra,Mumbai,Low,Electronics,Mobile,Organic Search,Prime,21,4.9,0.2,0.06,High,9678,4,1.23,47616,91,71,42,0
C00260,45,Male,Telangana,Hyderabad,High,Electronics,Desktop,Social Media,Prime,3,12.7,0.17,0.05,High,32625,4,1.34,174870,91,171,73,0
C00261,30,Female,Karnataka,Mysuru,Low,Beauty,Desktop,Email,Non-Prime,3,9.8,0.3,0.07,High,577,1,1.1,635,365,463,25,0
C00262,33,Female,Delhi,New Delhi,Low,Beauty,Mobile,Social Media,Non-Prime,24,5.4,0.4,0.08,Low,1504,1,1.1,1654,365,671,18,1
C00263,55,Male,Maharashtra,Mumbai,Medium,Electronics,Mobile,Organic Search,Non-Prime,22,2.1,0.27,0.06,Medium,13704,13,1.21,215564,28,25,27,0
C00264,47,Female,Kerala,Kochi,Low,Fashion,Mobile,Email,Prime,19,5.5,0.09,0.29,Medium,2248,6,1.18,15916,61,94,55,0
C00265,33,Female,Karnataka,Mysuru,Medium,Books,Mobile,Social Media,Non-Prime,27,3.7,0.33,0.01,Medium,890,1,1.12,997,365,654,36,1
C00266,59,Female,Tamil Nadu,Coimbatore,Low,Books,Desktop,Email,Non-Prime,5,15.8,0.3,0.02,Medium,584,3,1.21,2120,122,204,28,0
C00267,38,Male,West Bengal,Kolkata,Low,Electronics,Mobile,Influencer,Non-Prime,28,3.8,0.33,0.04,High,5405,1,1.28,6918,365,613,24,1
C00268,38,Male,Karnataka,Mysuru,Low,Electronics,Desktop,Influencer,Prime,11,8.9,0.19,0.06,Medium,8506,6,1.13,57671,61,85,57,0
C00269,21,Male,Telangana,Hyderabad,Medium,Home & Kitchen,Desktop,Organic Search,Prime,7,10.3,0.17,0.14,High,4056,6,1.16,28230,61,39,44,0
C00270,29,Female,Telangana,Hyderabad,Low,Fashion,Mobile,Organic Search,Non-Prime,18,5.9,0.28,0.27,Medium,1592,24,1.21,46232,15,29,5,0
C00271,36,Female,Telangana,Hyderabad,Medium,Home & Kitchen,Mobile,Social Media,Non-Prime,16,4,0.33,0.06,High,5249,1,1.19,6246,365,321,16,1
C00272,49,Male,Telangana,Hyderabad,High,Books,Desktop,Organic Search,Prime,7,17.6,0.2,0.01,Medium,986,9,1.15,10205,41,83,58,0
C00273,59,Male,Kerala,Kochi,Medium,Home & Kitchen,Mobile,Organic Search,Prime,15,2.4,0.08,0.12,Low,6392,9,1.34,77088,41,54,89,0
C00274,38,Female,Kerala,Kochi,Medium,Beauty,Mobile,Social Media,Non-Prime,10,4.2,0.23,0.05,Low,2412,1,1.32,3184,365,258,22,0
C00275,32,Female,Kerala,Kochi,Low,Books,Mobile,Social Media,Prime,17,5.8,0.09,0.04,Medium,408,8,1.18,3852,46,32,69,0
C00276,20,Female,Kerala,Kochi,Low,Home & Kitchen,Mobile,Social Media,Non-Prime,26,2.4,0.25,0.11,High,1877,1,1.06,1990,365,576,23,1
C00277,33,Female,Telangana,Hyderabad,Medium,Fashion,Desktop,Social Media,Prime,8,17.6,0.21,0.27,High,2779,9,1.12,28012,41,55,44,0
C00278,33,Male,West Bengal,Kolkata,Medium,Electronics,Mobile,Paid Ads,Prime,18,3.3,0.18,0.05,High,15776,4,1.2,75725,91,194,39,0
C00279,36,Female,West Bengal,Kolkata,Low,Electronics,Desktop,Organic Search,Non-Prime,7,7,0.32,0.04,Low,11508,2,1.14,26238,182,188,20,0
C00280,49,Female,West Bengal,Kolkata,Low,Fashion,Desktop,Email,Non-Prime,5,14.3,0.22,0.31,Medium,2435,1,1.35,3287,365,225,27,0
C00281,23,Female,Telangana,Hyderabad,High,Fashion,Mobile,Direct,Prime,21,3.7,0.13,0.31,Low,4285,6,1.31,33680,61,88,56,0
C00282,54,Female,West Bengal,Kolkata,High,Fashion,Desktop,Social Media,Non-Prime,10,10.3,0.2,0.24,Medium,3806,1,1.14,4339,365,338,20,0
C00283,28,Female,Tamil Nadu,Coimbatore,Medium,Fashion,Mobile,Organic Search,Non-Prime,27,3.6,0.32,0.27,Medium,2479,3,1.15,8553,122,233,10,1
C00284,25,Female,Delhi,New Delhi,High,Home & Kitchen,Mobile,Paid Ads,Prime,10,5.6,0.11,0.14,Low,10365,4,1.15,47679,91,62,48,0
C00285,31,Male,Maharashtra,Pune,Low,Electronics,Desktop,Organic Search,Prime,7,15.7,0.18,0.08,Medium,7329,7,1.07,54894,52,49,50,0
C00286,33,Male,Tamil Nadu,Coimbatore,Medium,Grocery,Mobile,Organic Search,Non-Prime,10,2.1,0.41,0.01,Low,1733,1,1.29,2236,365,184,36,0
C00287,40,Male,Tamil Nadu,Coimbatore,Medium,Electronics,Mobile,Direct,Non-Prime,21,2.6,0.28,0.07,Medium,13297,1,1.33,17685,365,333,25,0
C00288,57,Female,Karnataka,Mysuru,Medium,Home & Kitchen,Mobile,Organic Search,Prime,23,4,0.12,0.06,Medium,5186,5,1.28,33190,73,86,70,0
C00289,37,Male,Tamil Nadu,Chennai,High,Fashion,Desktop,Paid Ads,Non-Prime,10,13.3,0.41,0.18,Medium,3752,2,1.09,8179,182,247,25,0
C00290,29,Female,Karnataka,Mysuru,High,Fashion,Mobile,Direct,Non-Prime,24,5.3,0.24,0.25,Medium,4320,3,1.12,14515,122,92,32,0
C00291,18,Male,Maharashtra,Mumbai,Low,Electronics,Mobile,Paid Ads,Prime,24,5.9,0.18,0.04,Medium,11746,45,1.06,560284,8,10,76,0
C00292,19,Female,Karnataka,Bengaluru,High,Grocery,Desktop,Paid Ads,Non-Prime,8,10,0.27,0.03,Low,2578,1,1.06,2733,365,312,25,0
C00293,19,Male,Telangana,Hyderabad,Medium,Electronics,Mobile,Direct,Non-Prime,14,3.6,0.33,0.08,High,17274,1,1.11,19174,365,723,21,1
C00294,35,Female,Tamil Nadu,Coimbatore,Low,Fashion,Mobile,Organic Search,Non-Prime,12,2.5,0.29,0.28,High,1283,1,1.14,1463,365,236,34,0
C00295,29,Female,Delhi,New Delhi,High,Electronics,Mobile,Social Media,Prime,29,3.9,0.1,0.03,Low,44398,7,1.28,397806,52,41,81,0
C00296,24,Female,Telangana,Hyderabad,Medium,Grocery,Mobile,Email,Prime,16,3.6,0.24,0.03,High,1351,7,1.27,12010,52,108,48,0
C00297,59,Male,West Bengal,Kolkata,Low,Home & Kitchen,Desktop,Organic Search,Prime,7,16.4,0.12,0.09,Medium,3447,8,1.21,33367,46,47,72,0
C00298,44,Female,Maharashtra,Pune,Medium,Fashion,Desktop,Direct,Non-Prime,8,14.2,0.33,0.3,Medium,3345,1,1.11,3713,365,316,21,0
C00299,34,Male,Delhi,New Delhi,Medium,Home & Kitchen,Mobile,Social Media,Prime,10,2.6,0.23,0.06,High,4372,12,1.11,58235,30,54,42,0
C00300,59,Male,Delhi,New Delhi,Low,Home & Kitchen,Desktop,Influencer,Non-Prime,10,13.9,0.36,0.11,High,1779,2,1.24,4412,182,177,20,0
C00301,34,Male,Telangana,Hyderabad,Medium,Fashion,Mobile,Paid Ads,Non-Prime,17,3.9,0.18,0.19,Low,3430,5,1.31,22466,73,121,31,0
C00302,47,Male,Maharashtra,Mumbai,High,Electronics,Mobile,Paid Ads,Prime,12,3.6,0.12,0.07,Low,36293,7,1.31,332807,52,44,68,0
C00303,31,Female,Delhi,New Delhi,High,Fashion,Mobile,Paid Ads,Prime,10,2.6,0.17,0.23,Low,4408,5,1.28,28211,73,135,51,0
C00304,59,Male,Tamil Nadu,Coimbatore,Low,Home & Kitchen,Mobile,Direct,Prime,20,3.4,0.24,0.07,High,2304,4,1.18,10875,91,104,56,0
C00305,50,Female,Maharashtra,Pune,High,Beauty,Mobile,Paid Ads,Non-Prime,18,3.4,0.33,0.05,Low,3412,7,1.05,25078,52,32,30,0
C00306,46,Male,Maharashtra,Mumbai,Low,Electronics,Mobile,Influencer,Non-Prime,12,2.3,0.27,0.07,High,9410,3,1.18,33311,122,179,30,0
C00307,51,Female,Tamil Nadu,Chennai,High,Beauty,Mobile,Paid Ads,Non-Prime,15,5.4,0.33,0.1,Low,3157,3,1.35,12786,122,138,35,0
C00308,40,Male,Maharashtra,Mumbai,Low,Grocery,Mobile,Organic Search,Non-Prime,15,4.3,0.23,0.01,Medium,872,1,1.25,1090,365,271,21,0
C00309,25,Male,Maharashtra,Mumbai,Low,Grocery,Mobile,Direct,Prime,10,2,0.25,0.02,High,917,8,1.28,9390,46,57,53,0
C00310,47,Female,Tamil Nadu,Coimbatore,Low,Fashion,Desktop,Social Media,Prime,6,8.1,0.17,0.23,High,1290,6,1.22,9443,61,111,45,0
C00311,40,Female,Kerala,Kochi,High,Grocery,Mobile,Social Media,Prime,14,3.6,0.1,0.02,Low,2335,7,1.11,18143,52,37,74,0
C00312,22,Female,Delhi,New Delhi,Medium,Fashion,Mobile,Organic Search,Non-Prime,21,3.6,0.43,0.15,Medium,2747,1,1.31,3599,365,255,15,1
C00313,37,Male,Gujarat,Ahmedabad,High,Electronics,Mobile,Organic Search,Non-Prime,19,3.1,0.47,0.06,High,28272,2,1.3,73507,182,142,33,0
C00314,37,Male,Maharashtra,Pune,Low,Electronics,Mobile,Paid Ads,Prime,28,3.8,0.15,0.04,Medium,7034,5,1.1,38687,73,158,78,0
C00315,39,Male,Gujarat,Ahmedabad,Low,Electronics,Mobile,Organic Search,Prime,28,4.1,0.22,0.08,High,9850,7,1.28,88256,52,33,57,0
C00316,41,Female,Kerala,Kochi,Medium,Beauty,Mobile,Social Media,Non-Prime,25,4,0.48,0.09,High,1719,1,1.11,1908,365,514,34,1
C00317,47,Male,Delhi,New Delhi,Medium,Fashion,Mobile,Email,Prime,22,3.5,0.16,0.18,Low,2751,8,1.06,23328,46,70,48,0
C00318,34,Female,Delhi,New Delhi,Low,Fashion,Mobile,Organic Search,Non-Prime,27,2.6,0.26,0.22,Medium,1249,1,1.09,1361,365,371,37,0
C00319,45,Female,West Bengal,Kolkata,Low,Home & Kitchen,Mobile,Social Media,Non-Prime,25,5.8,0.42,0.14,Medium,2799,1,1.28,3583,365,736,23,1
C00320,57,Male,Maharashtra,Pune,High,Fashion,Mobile,Social Media,Non-Prime,20,4,0.35,0.3,Medium,3976,1,1.31,5209,365,496,19,1
C00321,31,Male,Telangana,Hyderabad,Low,Beauty,Desktop,Email,Prime,5,13.3,0.09,0.11,Medium,1403,6,1.28,10775,61,51,78,0
C00322,31,Male,Telangana,Hyderabad,Low,Books,Mobile,Organic Search,Prime,21,4.4,0.24,0.04,High,383,4,1.21,1854,91,102,55,0
C00323,56,Female,Delhi,New Delhi,Low,Fashion,Mobile,Organic Search,Prime,17,2.2,0.18,0.22,High,1803,6,1.23,13306,61,78,56,0
C00324,21,Female,Maharashtra,Pune,Medium,Electronics,Desktop,Influencer,Prime,7,10,0.11,0.05,Medium,16396,4,1.34,87883,91,141,72,0
C00325,34,Male,Maharashtra,Pune,High,Fashion,Desktop,Social Media,Non-Prime,6,11,0.27,0.2,High,3296,1,1.29,4252,365,270,43,0
C00326,33,Female,Telangana,Hyderabad,Low,Beauty,Desktop,Direct,Non-Prime,4,15.1,0.42,0.07,Medium,1318,1,1.11,1463,365,469,13,1
C00327,37,Male,Telangana,Hyderabad,Medium,Fashion,Mobile,Organic Search,Non-Prime,18,5.6,0.28,0.19,Medium,2364,3,1.14,8085,122,266,29,0
C00328,51,Male,Karnataka,Mysuru,Low,Fashion,Desktop,Social Media,Prime,8,10.6,0.2,0.33,High,1731,4,1.14,7893,91,71,51,0
C00329,58,Female,Telangana,Hyderabad,High,Fashion,Mobile,Direct,Non-Prime,17,4.5,0.22,0.27,Medium,3934,1,1.24,4878,365,791,29,1
C00330,28,Female,Kerala,Kochi,Low,Books,Mobile,Social Media,Prime,10,4.2,0.16,0.05,High,569,5,1.09,3101,73,158,79,0
C00331,26,Male,Gujarat,Ahmedabad,Medium,Books,Mobile,Social Media,Non-Prime,17,6,0.29,0.04,High,652,1,1.11,724,365,732,25,1
C00332,53,Male,Karnataka,Bengaluru,Medium,Electronics,Mobile,Direct,Non-Prime,22,5.2,0.36,0.03,Medium,19476,1,1.18,22982,365,619,34,1
C00333,31,Female,Delhi,New Delhi,Medium,Fashion,Mobile,Paid Ads,Non-Prime,19,3.5,0.23,0.2,Medium,2820,1,1.28,3610,365,649,28,1
