customer_id,recency,frequency,monetary_value,R_score,F_score,M_score,RFM_Score,RFM_Segment,Cluster
C00515,396,1,15714,2,1,3,6,At Risk,0
C00516,660,1,4736,1,1,2,4,Lost,0
C00517,316,2,5277,2,2,2,6,At Risk,0
C00518,64,7,10501,4,4,3,11,Loyal Customers,3
C00519,108,4,160512,3,3,5,11,Loyal Customers,3
C00520,125,5,10406,3,3,3,9,Potential Loyalists,3
C00521,123,6,151139,3,4,5,12,Loyal Customers,3
C00522,97,6,7677,3,4,2,9,Potential Loyalists,3
C00523,342,1,8119,2,1,2,5,At Risk,0
C00524,465,1,629,1,1,1,3,Lost,0
C00525,64,6,49231,4,4,5,13,Champions,3
C00526,46,8,37937,5,4,4,13,Champions,3
C00527,254,2,3371,2,2,2,6,At Risk,3
C00528,691,1,8246,1,1,2,4,Lost,0
C00529,46,4,17057,5,3,3,11,Loyal Customers,3
C00530,176,3,36527,3,3,4,10,Loyal Customers,3
C00531,562,1,1597,1,1,1,3,Lost,0
C00532,19,19,113938,5,5,5,15,Champions,2
C00533,399,1,4715,2,1,2,5,At Risk,0
C00534,44,8,63128,5,4,5,14,Champions,3
C00535,110,6,13961,3,4,3,10,Loyal Customers,3
C00536,42,8,223170,5,4,5,14,Champions,3
C00537,560,1,3684,1,1,2,4,Lost,0
C00538,70,8,42775,4,4,5,13,Champions,3
C00539,525,1,1828,1,1,1,3,Lost,0
C00540,773,1,3316,1,1,2,4,Lost,0
C00541,190,1,3040,3,1,1,5,At Risk,3
C00542,222,3,26392,2,3,4,9,Potential Loyalists,3
C00543,31,15,59205,5,5,5,15,Champions,3
C00544,86,7,25874,4,4,4,12,Loyal Customers,3
C00545,314,1,2336,2,1,1,4,Lost,0
C00546,33,20,19964,5,5,4,14,Champions,3
C00547,97,3,6106,3,3,2,8,Potential Loyalists,3
C00548,17,11,53251,5,5,5,15,Champions,3
C00549,468,1,2112,1,1,1,3,Lost,0
C00550,158,2,2976,3,2,1,6,At Risk,3
C00551,467,1,2686,1,1,1,3,Lost,0
C00552,40,15,12990,5,5,3,13,Champions,3
C00553,34,8,55392,5,4,5,14,Champions,3
C00554,621,1,3432,1,1,2,4,Lost,0
C00555,33,7,5883,5,4,2,11,Loyal Customers,3
C00556,750,1,2079,1,1,1,3,Lost,0
C00557,532,1,3306,1,1,2,4,Lost,0
C00558,111,7,3821,3,4,2,9,Potential Loyalists,3
C00559,800,1,10944,1,1,3,5,At Risk,0
C00560,60,8,7650,4,4,2,10,Loyal Customers,3
C00561,720,1,10594,1,1,3,5,At Risk,0
C00562,761,1,5001,1,1,2,4,Lost,0
C00563,434,1,5251,1,1,2,4,Lost,0
C00564,118,4,14118,3,3,3,9,Potential Loyalists,3
C00565,757,1,1134,1,1,1,3,Lost,0
C00566,145,5,17575,3,3,4,10,Loyal Customers,3
C00567,28,7,30920,5,4,4,13,Champions,3
C00568,152,5,67048,3,3,5,11,Loyal Customers,3
C00569,529,1,725,1,1,1,3,Lost,0
C00570,22,10,39974,5,5,4,14,Champions,3
C00571,340,1,32603,2,1,4,7,Potential Loyalists,0
C00572,81,4,8890,4,3,3,10,Loyal Customers,3
C00573,21,29,96401,5,5,5,15,Champions,2
C00574,615,1,5520,1,1,2,4,Lost,0
C00575,99,8,39561,3,4,4,11,Loyal Customers,3
C00576,73,9,27924,4,5,4,13,Champions,3
C00577,321,1,8023,2,1,2,5,At Risk,0
C00578,76,7,5887,4,4,2,10,Loyal Customers,3
C00579,374,2,39331,2,2,4,8,Potential Loyalists,0
C00580,235,1,3230,2,1,2,5,At Risk,3
C00581,491,1,1281,1,1,1,3,Lost,0
C00582,11,40,330496,5,5,5,15,Champions,2
C00583,97,6,119347,3,4,5,12,Loyal Customers,3
C00584,138,4,12229,3,3,3,9,Potential Loyalists,3
C00585,67,7,43373,4,4,5,13,Champions,3
C00586,82,7,11078,4,4,3,11,Loyal Customers,3
C00587,140,3,14209,3,3,3,9,Potential Loyalists,3
C00588,78,6,12283,4,4,3,11,Loyal Customers,3
C00589,67,8,8258,4,4,3,11,Loyal Customers,3
C00590,456,1,18440,1,1,4,6,At Risk,0
C00591,78,5,17246,4,3,4,11,Loyal Customers,3
C00592,337,2,3515,2,2,2,6,At Risk,0
C00593,28,10,40347,5,5,4,14,Champions,3
C00594,78,8,85674,4,4,5,13,Champions,3
C00595,487,1,1193,1,1,1,3,Lost,0
C00596,61,8,366410,4,4,5,13,Champions,1
C00597,452,1,6547,1,1,2,4,Lost,0
C00598,409,1,1072,2,1,1,4,Lost,0
C00599,51,6,41382,5,4,4,13,Champions,3
C00600,85,4,33573,4,3,4,11,Loyal Customers,3
C00601,58,12,39100,4,5,4,13,Champions,3
C00602,347,1,8532,2,1,3,6,At Risk,0
C00603,98,7,19525,3,4,4,11,Loyal Customers,3
C00604,574,1,2906,1,1,1,3,Lost,0
C00605,136,5,7115,3,3,2,8,Potential Loyalists,3
C00606,300,1,1068,2,1,1,4,Lost,0
C00607,704,1,2903,1,1,1,3,Lost,0
C00608,344,1,7817,2,1,2,5,At Risk,0
C00609,153,4,71263,3,3,5,11,Loyal Customers,3
C00610,16,40,57168,5,5,5,15,Champions,2
C00611,37,9,69536,5,5,5,15,Champions,3
C00612,343,2,23599,2,2,4,8,Potential Loyalists,0
C00613,500,1,2441,1,1,1,3,Lost,0
C00614,602,1,725,1,1,1,3,Lost,0
C00615,187,4,39245,3,3,4,10,Loyal Customers,3
C00616,67,7,317758,4,4,5,13,Champions,3
C00617,629,1,3860,1,1,2,4,Lost,0
C00618,359,1,1858,2,1,1,4,Lost,0
C00619,315,2,8722,2,2,3,7,Potential Loyalists,0
C00620,227,2,939,2,2,1,5,At Risk,3
C00621,85,4,7237,4,3,2,9,Potential Loyalists,3
C00622,246,3,3995,2,3,2,7,Potential Loyalists,3
C00623,91,8,9907,4,4,3,11,Loyal Customers,3
C00624,45,5,3683,5,3,2,10,Loyal Customers,3
C00625,342,1,2480,2,1,1,4,Lost,0
C00626,32,6,4350,5,4,2,11,Loyal Customers,3
C00627,31,8,14354,5,4,3,12,Loyal Customers,3
C00628,204,2,3841,2,2,2,6,At Risk,3
C00629,97,6,127864,3,4,5,12,Loyal Customers,3
C00630,93,8,134981,4,4,5,13,Champions,3
C00631,49,8,7643,5,4,2,11,Loyal Customers,3
C00632,776,1,54398,1,1,5,7,Potential Loyalists,0
C00633,151,4,15670,3,3,3,9,Potential Loyalists,3
C00634,372,2,7302,2,2,2,6,At Risk,0
C00635,39,9,180720,5,5,5,15,Champions,3
C00636,346,1,24306,2,1,4,7,Potential Loyalists,0
C00637,259,2,8645,2,2,3,7,Potential Loyalists,3
C00638,766,1,1211,1,1,1,3,Lost,0
C00639,15,40,99974,5,5,5,15,Champions,2
C00640,281,2,5281,2,2,2,6,At Risk,3
C00641,97,6,276751,3,4,5,12,Loyal Customers,3
C00642,206,1,21648,2,1,4,7,Potential Loyalists,3
C00643,103,6,19879,3,4,4,11,Loyal Customers,3
C00644,798,1,3667,1,1,2,4,Lost,0
C00645,172,4,3306,3,3,2,8,Potential Loyalists,3
C00646,70,7,179488,4,4,5,13,Champions,3
C00647,48,7,28656,5,4,4,13,Champions,3
C00648,85,9,21331,4,5,4,13,Champions,3
C00649,686,1,2504,1,1,1,3,Lost,0
C00650,584,1,2121,1,1,1,3,Lost,0
C00651,158,5,233841,3,3,5,11,Loyal Customers,3
C00652,26,9,111746,5,5,5,15,Champions,3
C00653,86,7,16689,4,4,3,11,Loyal Customers,3
C00654,17,40,113078,5,5,5,15,Champions,2
C00655,764,1,3640,1,1,2,4,Lost,0
C00656,161,4,10718,3,3,3,9,Potential Loyalists,3
C00657,171,4,6005,3,3,2,8,Potential Loyalists,3
C00658,306,1,8357,2,1,3,6,At Risk,0
C00659,55,9,17076,4,5,4,13,Champions,3
C00660,795,1,1762,1,1,1,3,Lost,0
C00661,430,1,3183,1,1,2,4,Lost,0
C00662,278,2,21656,2,2,4,8,Potential Loyalists,3
C00663,64,9,30548,4,5,4,13,Champions,3
C00664,390,1,873,2,1,1,4,Lost,0
C00665,91,7,23462,4,4,4,12,Loyal Customers,3
C00666,76,8,61579,4,4,5,13,Champions,3
C00667,149,3,3769,3,3,2,8,Potential Loyalists,3
C00668,134,2,78680,3,2,5,10,Loyal Customers,3
C00669,105,2,4722,3,2,2,7,Potential Loyalists,3
C00670,379,1,2128,2,1,1,4,Lost,0
C00671,66,4,10999,4,3,3,10,Loyal Customers,3
C00672,49,7,7376,5,4,2,11,Loyal Customers,3
C00673,93,5,9707,4,3,3,10,Loyal Customers,3
C00674,100,8,29394,3,4,4,11,Loyal Customers,3
C00675,305,1,55519,2,1,5,8,Potential Loyalists,0
C00676,25,8,5483,5,4,2,11,Loyal Customers,3
C00677,109,6,15434,3,4,3,10,Loyal Customers,3
C00678,46,8,7618,5,4,2,11,Loyal Customers,3
C00679,580,1,4960,1,1,2,4,Lost,0
C00680,66,7,20713,4,4,4,12,Loyal Customers,3
C00681,783,1,1420,1,1,1,3,Lost,0
C00682,264,1,1357,2,1,1,4,Lost,3
C00683,153,2,15286,3,2,3,8,Potential Loyalists,3
C00684,252,1,57144,2,1,5,8,Potential Loyalists,3
C00685,776,1,20532,1,1,4,6,At Risk,0
C00686,628,1,13582,1,1,3,5,At Risk,0
C00687,224,1,1194,2,1,1,4,Lost,3
C00688,401,1,2390,2,1,1,4,Lost,0
C00689,209,2,5569,2,2,2,6,At Risk,3
C00690,597,1,835,1,1,1,3,Lost,0
C00691,38,8,88390,5,4,5,14,Champions,3
C00692,21,10,156679,5,5,5,15,Champions,3
C00693,75,6,22802,4,4,4,12,Loyal Customers,3
C00694,112,6,8538,3,4,3,10,Loyal Customers,3
C00695,46,8,17314,5,4,4,13,Champions,3
C00696,256,1,2207,2,1,1,4,Lost,3
C00697,76,5,107738,4,3,5,12,Loyal Customers,3
C00698,72,5,12830,4,3,3,10,Loyal Customers,3
C00699,74,8,18074,4,4,4,12,Loyal Customers,3
C00700,687,1,11976,1,1,3,5,At Risk,0
C00701,95,8,23648,4,4,4,12,Loyal Customers,3
C00702,504,1,553,1,1,1,3,Lost,0
C00703,504,1,3638,1,1,2,4,Lost,0
C00704,194,1,3557,3,1,2,6,At Risk,3
C00705,149,4,10171,3,3,3,9,Potential Loyalists,3
C00706,777,1,11017,1,1,3,5,At Risk,0
C00707,21,12,29874,5,5,4,14,Champions,3
C00708,29,12,12130,5,5,3,13,Champions,3
C00709,34,9,17041,5,5,3,13,Champions,3
C00710,390,1,2718,2,1,1,4,Lost,0
C00711,85,5,19236,4,3,4,11,Loyal Customers,3
C00712,315,1,2101,2,1,1,4,Lost,0
C00713,44,6,7100,5,4,2,11,Loyal Customers,3
C00714,243,1,8334,2,1,3,6,At Risk,3
C00715,748,1,1259,1,1,1,3,Lost,0
C00716,66,4,26666,4,3,4,11,Loyal Customers,3
C00717,165,4,10105,3,3,3,9,Potential Loyalists,3
C00718,560,1,1207,1,1,1,3,Lost,0
C00719,362,2,4392,2,2,2,6,At Risk,0
C00720,156,3,17859,3,3,4,10,Loyal Customers,3
C00721,282,1,2528,2,1,1,4,Lost,0
C00722,32,11,33050,5,5,4,14,Champions,3
C00723,782,1,1825,1,1,1,3,Lost,0
C00724,480,1,18049,1,1,4,6,At Risk,0
C00725,457,1,445,1,1,1,3,Lost,0
C00726,186,4,9029,3,3,3,9,Potential Loyalists,3
C00727,50,4,15928,5,3,3,11,Loyal Customers,3
C00728,148,2,7679,3,2,2,7,Potential Loyalists,3
C00729,307,2,7813,2,2,2,6,At Risk,0
C00730,298,1,1879,2,1,1,4,Lost,0
C00731,572,1,46603,1,1,5,7,Potential Loyalists,0
C00732,368,1,2333,2,1,1,4,Lost,0
C00733,196,1,1442,3,1,1,5,At Risk,3
C00734,717,1,782,1,1,1,3,Lost,0
C00735,67,9,33513,4,5,4,13,Champions,3
C00736,265,3,8647,2,3,3,8,Potential Loyalists,3
C00737,97,5,75795,3,3,5,11,Loyal Customers,3
C00738,124,5,12656,3,3,3,9,Potential Loyalists,3
C00739,141,4,71162,3,3,5,11,Loyal Customers,3
C00740,37,7,21000,5,4,4,13,Champions,3
C00741,218,3,2362,2,3,1,6,At Risk,3
C00742,52,9,43733,5,5,5,15,Champions,3
C00743,99,5,42451,3,3,5,11,Loyal Customers,3
C00744,395,2,42211,2,2,5,9,Potential Loyalists,0
C00745,263,2,2891,2,2,1,5,At Risk,3
C00746,402,1,14489,2,1,3,6,At Risk,0
C00747,45,7,251635,5,4,5,14,Champions,3
C00748,43,8,49382,5,4,5,14,Champions,3
C00749,119,6,19746,3,4,4,11,Loyal Customers,3
C00750,73,5,56316,4,3,5,12,Loyal Customers,3
C00751,46,7,129356,5,4,5,14,Champions,3
C00752,614,1,2576,1,1,1,3,Lost,0
C00753,74,6,18495,4,4,4,12,Loyal Customers,3
C00754,74,10,25291,4,5,4,13,Champions,3
C00755,57,4,14723,4,3,3,10,Loyal Customers,3
C00756,60,11,12348,4,5,3,12,Loyal Customers,3
C00757,715,1,3641,1,1,2,4,Lost,0
C00758,52,5,51313,5,3,5,13,Champions,3
C00759,649,1,640,1,1,1,3,Lost,0
C00760,361,2,4765,2,2,2,6,At Risk,0
C00761,189,3,2481,3,3,1,7,Potential Loyalists,3
C00762,409,1,3742,2,1,2,5,At Risk,0
C00763,96,6,12119,4,4,3,11,Loyal Customers,3
C00764,112,7,19638,3,4,4,11,Loyal Customers,3
C00765,740,1,20604,1,1,4,6,At Risk,0
C00766,394,2,21872,2,2,4,8,Potential Loyalists,0
C00767,365,2,20449,2,2,4,8,Potential Loyalists,0
C00768,716,1,18641,1,1,4,6,At Risk,0
C00769,27,12,31759,5,5,4,14,Champions,3
C00770,82,7,23399,4,4,4,12,Loyal Customers,3
C00771,539,1,1864,1,1,1,3,Lost,0
C00772,107,4,46246,3,3,5,11,Loyal Customers,3
C00773,108,4,147497,3,3,5,11,Loyal Customers,3
C00774,143,4,18788,3,3,4,10,Loyal Customers,3
C00775,432,1,3710,1,1,2,4,Lost,0
C00776,12,40,83827,5,5,5,15,Champions,2
C00777,564,1,43621,1,1,5,7,Potential Loyalists,0
C00778,93,2,9091,4,2,3,9,Potential Loyalists,3
C00779,59,8,16940,4,4,3,11,Loyal Customers,3
C00780,84,5,51594,4,3,5,12,Loyal Customers,3
C00781,358,2,9637,2,2,3,7,Potential Loyalists,0
C00782,81,9,8996,4,5,3,12,Loyal Customers,3
C00783,263,1,3514,2,1,2,5,At Risk,3
C00784,81,7,284223,4,4,5,13,Champions,3
C00785,122,5,102696,3,3,5,11,Loyal Customers,3
C00786,19,40,56316,5,5,5,15,Champions,2
C00787,283,1,2810,2,1,1,4,Lost,0
C00788,117,4,32210,3,3,4,10,Loyal Customers,3
C00789,434,1,2159,1,1,1,3,Lost,0
C00790,415,1,20801,2,1,4,7,Potential Loyalists,0
C00791,326,2,8128,2,2,2,6,At Risk,0
C00792,233,1,9705,2,1,3,6,At Risk,3
C00793,75,4,8165,4,3,2,9,Potential Loyalists,3
C00794,69,8,36707,4,4,4,12,Loyal Customers,3
C00795,221,2,2220,2,2,1,5,At Risk,3
C00796,316,1,868,2,1,1,4,Lost,0
C00797,36,7,13185,5,4,3,12,Loyal Customers,3
C00798,291,1,1087,2,1,1,4,Lost,0
C00799,55,6,15023,4,4,3,11,Loyal Customers,3
C00800,43,10,28963,5,5,4,14,Champions,3
C00801,28,7,28735,5,4,4,13,Champions,3
C00802,23,8,8474,5,4,3,12,Loyal Customers,3
C00803,99,8,23148,3,4,4,11,Loyal Customers,3
C00804,92,5,15081,4,3,3,10,Loyal Customers,3
C00805,135,5,6223,3,3,2,8,Potential Loyalists,3
C00806,32,7,5645,5,4,2,11,Loyal Customers,3
C00807,748,1,9853,1,1,3,5,At Risk,0
C00808,324,1,11644,2,1,3,6,At Risk,0
C00809,447,1,19904,1,1,4,6,At Risk,0
C00810,73,5,22917,4,3,4,11,Loyal Customers,3
C00811,680,1,1685,1,1,1,3,Lost,0
C00812,112,5,15405,3,3,3,9,Potential Loyalists,3
C00813,793,1,3062,1,1,1,3,Lost,0
C00814,244,2,2538,2,2,1,5,At Risk,3
C00815,75,7,57399,4,4,5,13,Champions,3
C00816,553,1,3570,1,1,2,4,Lost,0
C00817,74,8,17544,4,4,4,12,Loyal Customers,3
C00818,89,7,5273,4,4,2,10,Loyal Customers,3
C00819,355,1,1357,2,1,1,4,Lost,0
C00820,88,7,12419,4,4,3,11,Loyal Customers,3
C00821,118,4,13459,3,3,3,9,Potential Loyalists,3
C00822,280,2,1489,2,2,1,5,At Risk,3
C00823,561,1,6345,1,1,2,4,Lost,0
C00824,72,7,106370,4,4,5,13,Champions,3
C00825,379,2,17516,2,2,4,8,Potential Loyalists,0
C00826,339,2,11104,2,2,3,7,Potential Loyalists,0
C00827,439,1,9368,1,1,3,5,At Risk,0
C00828,91,8,59506,4,4,5,13,Champions,3
C00829,12,22,18905,5,5,4,14,Champions,2
C00830,47,4,19685,5,3,4,12,Loyal Customers,3
C00831,371,1,2682,2,1,1,4,Lost,0
C00832,317,2,6655,2,2,2,6,At Risk,0
C00833,624,1,7587,1,1,2,4,Lost,0
C00834,397,1,3302,2,1,2,5,At Risk,0
C00835,20,35,1396300,5,5,5,15,Champions,1
C00836,63,7,30663,4,4,4,12,Loyal Customers,3
C00837,327,1,11147,2,1,3,6,At Risk,0
C00838,787,1,3457,1,1,2,4,Lost,0
C00839,53,7,77570,5,4,5,14,Champions,3
C00840,189,2,2037,3,2,1,6,At Risk,3
C00841,771,1,455,1,1,1,3,Lost,0
C00842,105,7,3389,3,4,2,9,Potential Loyalists,3
C00843,89,8,13925,4,4,3,11,Loyal Customers,3
C00844,145,4,15254,3,3,3,9,Potential Loyalists,3
C00845,45,8,7921,5,4,2,11,Loyal Customers,3
C00846,614,1,464,1,1,1,3,Lost,0
C00847,244,2,30756,2,2,4,8,Potential Loyalists,3
C00848,70,6,89886,4,4,5,13,Champions,3
C00849,54,5,16769,5,3,3,11,Loyal Customers,3
C00850,650,1,2555,1,1,1,3,Lost,0
C00851,410,1,1285,2,1,1,4,Lost,0
C00852,352,2,1314,2,2,1,5,At Risk,0
C00853,91,7,129806,4,4,5,13,Champions,3
C00854,547,1,3052,1,1,1,3,Lost,0
C00855,30,7,7765,5,4,2,11,Loyal Customers,3
C00856,74,8,16422,4,4,3,11,Loyal Customers,3
C00857,50,5,7544,5,3,2,10,Loyal Customers,3
C00858,26,8,30246,5,4,4,13,Champions,3
C00859,77,7,17619,4,4,4,12,Loyal Customers,3
C00860,53,13,64899,5,5,5,15,Champions,3
C00861,50,5,22741,5,3,4,12,Loyal Customers,3
C00862,50,5,4544,5,3,2,10,Loyal Customers,3
C00863,336,1,2756,2,1,1,4,Lost,0
C00864,653,1,20106,1,1,4,6,At Risk,0
C00865,256,1,10132,2,1,3,6,At Risk,3
C00866,132,5,6055,3,3,2,8,Potential Loyalists,3
C00867,149,4,57838,3,3,5,11,Loyal Customers,3
C00868,99,4,57841,3,3,5,11,Loyal Customers,3
C00869,726,1,4321,1,1,2,4,Lost,0
C00870,94,4,62415,4,3,5,12,Loyal Customers,3
C00871,242,1,8871,2,1,3,6,At Risk,3
C00872,44,8,72177,5,4,5,14,Champions,3
C00873,113,2,2128,3,2,1,6,At Risk,3
C00874,30,11,11602,5,5,3,13,Champions,3
C00875,160,4,6224,3,3,2,8,Potential Loyalists,3
C00876,31,14,8971,5,5,3,13,Champions,3
C00877,593,1,2510,1,1,1,3,Lost,0
C00878,181,4,58358,3,3,5,11,Loyal Customers,3
C00879,337,1,21550,2,1,4,7,Potential Loyalists,0
C00880,78,9,32064,4,5,4,13,Champions,3
C00881,227,2,4492,2,2,2,6,At Risk,3
C00882,12,40,68115,5,5,5,15,Champions,2
C00883,390,2,19446,2,2,4,8,Potential Loyalists,0
C00884,58,8,136427,4,4,5,13,Champions,3
C00885,133,6,166803,3,4,5,12,Loyal Customers,3
C00886,27,26,529445,5,5,5,15,Champions,1
C00887,200,2,4476,2,2,2,6,At Risk,3
C00888,27,7,56372,5,4,5,14,Champions,3
C00889,30,10,8333,5,5,3,13,Champions,3
C00890,59,9,12742,4,5,3,12,Loyal Customers,3
C00891,556,1,27234,1,1,4,6,At Risk,0
C00892,392,1,3852,2,1,2,5,At Risk,0
C00893,492,1,13752,1,1,3,5,At Risk,0
C00894,398,2,6264,2,2,2,6,At Risk,0
C00895,344,1,5613,2,1,2,5,At Risk,0
C00896,15,21,32564,5,5,4,14,Champions,2
C00897,79,8,37713,4,4,4,12,Loyal Customers,3
C00898,40,8,47561,5,4,5,14,Champions,3
C00899,72,6,90558,4,4,5,13,Champions,3
C00900,58,6,31649,4,4,4,12,Loyal Customers,3
C00901,434,1,2408,1,1,1,3,Lost,0
C00902,88,6,55662,4,4,5,13,Champions,3
C00903,386,2,2991,2,2,1,5,At Risk,0
C00904,779,1,5991,1,1,2,4,Lost,0
C00905,701,1,4867,1,1,2,4,Lost,0
C00906,250,2,5586,2,2,2,6,At Risk,3
C00907,150,4,22375,3,3,4,10,Loyal Customers,3
C00908,662,1,882,1,1,1,3,Lost,0
C00909,32,8,32707,5,4,4,13,Champions,3
C00910,609,1,22647,1,1,4,6,At Risk,0
C00911,152,4,15884,3,3,3,9,Potential Loyalists,3
C00912,534,1,3065,1,1,1,3,Lost,0
C00913,18,16,146427,5,5,5,15,Champions,3
C00914,280,1,3094,2,1,1,4,Lost,0
C00915,18,28,101818,5,5,5,15,Champions,2
C00916,32,18,627430,5,5,5,15,Champions,1
C00917,103,7,4371,3,4,2,9,Potential Loyalists,3
C00918,35,10,42918,5,5,5,15,Champions,3
C00919,114,5,70426,3,3,5,11,Loyal Customers,3
C00920,343,1,6415,2,1,2,5,At Risk,0
C00921,634,1,3534,1,1,2,4,Lost,0
C00922,149,2,1553,3,2,1,6,At Risk,3
C00923,33,8,7406,5,4,2,11,Loyal Customers,3
C00924,50,7,40283,5,4,4,13,Champions,3
C00925,36,7,105853,5,4,5,14,Champions,3
C00926,44,9,506941,5,5,5,15,Champions,1
C00927,92,8,7918,4,4,2,10,Loyal Customers,3
C00928,696,1,2651,1,1,1,3,Lost,0
C00929,702,1,2662,1,1,1,3,Lost,0
C00930,103,7,3571,3,4,2,9,Potential Loyalists,3
C00931,681,1,3900,1,1,2,4,Lost,0
C00932,73,6,35430,4,4,4,12,Loyal Customers,3
C00933,65,5,73876,4,3,5,12,Loyal Customers,3
C00934,633,1,882,1,1,1,3,Lost,0
C00935,367,2,12731,2,2,3,7,Potential Loyalists,0
C00936,98,8,28186,3,4,4,11,Loyal Customers,3
C00937,620,1,2638,1,1,1,3,Lost,0
C00938,399,1,2860,2,1,1,4,Lost,0
C00939,83,6,8999,4,4,3,11,Loyal Customers,3
C00940,118,2,12789,3,2,3,8,Potential Loyalists,3
C00941,102,2,13573,3,2,3,8,Potential Loyalists,3
C00942,433,1,992,1,1,1,3,Lost,0
C00943,65,4,10491,4,3,3,10,Loyal Customers,3
C00944,650,1,50808,1,1,5,7,Potential Loyalists,0
C00945,767,1,11122,1,1,3,5,At Risk,0
C00946,134,4,9195,3,3,3,9,Potential Loyalists,3
C00947,90,8,90250,4,4,5,13,Champions,3
C00948,93,6,18862,4,4,4,12,Loyal Customers,3
C00949,366,1,697,2,1,1,4,Lost,0
C00950,8,44,59564,5,5,5,15,Champions,2
C00951,95,6,49402,4,4,5,13,Champions,3
C00952,90,6,55060,4,4,5,13,Champions,3
C00953,52,8,28470,5,4,4,13,Champions,3
C00954,52,11,187068,5,5,5,15,Champions,3
C00955,785,1,3479,1,1,2,4,Lost,0
C00956,379,2,5156,2,2,2,6,At Risk,0
C00957,82,6,135201,4,4,5,13,Champions,3
C00958,136,2,16116,3,2,3,8,Potential Loyalists,3
C00959,71,9,19004,4,5,4,13,Champions,3
C00960,30,15,45649,5,5,5,15,Champions,3
C00961,54,4,72311,5,3,5,13,Champions,3
C00962,421,1,4134,2,1,2,5,At Risk,0
C00963,158,3,4680,3,3,2,8,Potential Loyalists,3
C00964,84,6,11151,4,4,3,11,Loyal Customers,3
C00965,643,1,2485,1,1,1,3,Lost,0
C00966,134,5,53081,3,3,5,11,Loyal Customers,3
C00967,186,3,6537,3,3,2,8,Potential Loyalists,3
C00968,386,1,8862,2,1,3,6,At Risk,0
C00969,741,1,31515,1,1,4,6,At Risk,0
C00970,298,2,14868,2,2,3,7,Potential Loyalists,0
C00971,199,2,3750,3,2,2,7,Potential Loyalists,3
C00972,36,12,573698,5,5,5,15,Champions,1
C00973,500,1,1588,1,1,1,3,Lost,0
C00974,87,9,30057,4,5,4,13,Champions,3
C00975,71,5,5618,4,3,2,9,Potential Loyalists,3
C00976,38,6,47309,5,4,5,14,Champions,3
C00977,31,6,7672,5,4,2,11,Loyal Customers,3
C00978,79,4,38347,4,3,4,11,Loyal Customers,3
C00979,39,5,16420,5,3,3,11,Loyal Customers,3
C00980,56,12,23036,4,5,4,13,Champions,3
C00981,646,1,15087,1,1,3,5,At Risk,0
C00982,117,5,6870,3,3,2,8,Potential Loyalists,3
C00983,263,2,12026,2,2,3,7,Potential Loyalists,3
C00984,98,7,21944,3,4,4,11,Loyal Customers,3
C00985,625,1,868,1,1,1,3,Lost,0
C00986,32,13,146470,5,5,5,15,Champions,3
C00987,30,11,28963,5,5,4,14,Champions,3
C00988,221,1,20832,2,1,4,7,Potential Loyalists,3
C00989,146,4,10758,3,3,3,9,Potential Loyalists,3
C00990,74,7,18497,4,4,4,12,Loyal Customers,3
C00991,395,1,1884,2,1,1,4,Lost,0
C00992,174,4,11674,3,3,3,9,Potential Loyalists,3
C00993,42,9,7271,5,5,2,12,Loyal Customers,3
C00994,49,7,17750,5,4,4,13,Champions,3
C00995,247,1,2917,2,1,1,4,Lost,3
C00996,735,1,1692,1,1,1,3,Lost,0
C00997,493,1,7291,1,1,2,4,Lost,0
C00998,456,1,3473,1,1,2,4,Lost,0
C00999,704,1,435,1,1,1,3,Lost,0
C01000,91,7,5012,4,4,2,10,Loyal Customers,3
C01001,286,2,4642,2,2,2,6,At Risk,3
C01002,94,8,12660,4,4,3,11,Loyal Customers,3
C01003,108,5,64280,3,3,5,11,Loyal Customers,3
C01004,307,1,2075,2,1,1,4,Lost,0
C01005,55,11,39214,4,5,4,13,Champions,3
C01006,139,4,5892,3,3,2,8,Potential Loyalists,3
C01007,279,1,3182,2,1,2,5,At Risk,0
C01008,167,4,36485,3,3,4,10,Loyal Customers,3
C01009,125,6,15579,3,4,3,10,Loyal Customers,3
C01010,498,1,7591,1,1,2,4,Lost,0
C01011,307,1,923,2,1,1,4,Lost,0
C01012,74,5,17067,4,3,4,11,Loyal Customers,3
C01013,74,7,123363,4,4,5,13,Champions,3
C01014,511,1,2356,1,1,1,3,Lost,0
C01015,535,1,19092,1,1,4,6,At Risk,0
C01016,149,5,103074,3,3,5,11,Loyal Customers,3
C01017,197,3,22974,3,3,4,10,Loyal Customers,3
C01018,689,1,21387,1,1,4,6,At Risk,0
C01019,26,15,80798,5,5,5,15,Champions,3
C01020,745,1,1012,1,1,1,3,Lost,0
C01021,461,1,1793,1,1,1,3,Lost,0
C01022,431,1,2394,1,1,1,3,Lost,0
C01023,188,1,969,3,1,1,5,At Risk,3
C01024,17,13,39359,5,5,4,14,Champions,3
C01025,296,1,6446,2,1,2,5,At Risk,0
C01026,9,24,43241,5,5,5,15,Champions,2
C01027,87,3,4734,4,3,2,9,Potential Loyalists,3
C01028,478,1,1772,1,1,1,3,Lost,0
C01029,206,3,2945,2,3,1,6,At Risk,3
C01030,609,1,25336,1,1,4,6,At Risk,0
C01031,67,7,28092,4,4,4,12,Loyal Customers,3
C01032,225,3,30996,2,3,4,9,Potential Loyalists,3
